user_id,days_since_last_bet,days_active_in_observation,live_bets_count,total_turnover,churn,churn_probability,risk_decile,risk_tier
USER_18872,50,8,17,100.3,0,0.6504147368000257,1,High
USER_18220,2,5,11,65.34,0,0.6445623640065595,1,High
USER_16950,47,6,18,240.48,0,0.6413918403172155,1,High
USER_14742,5,6,10,94.6,1,0.6410150443320279,1,High
USER_12906,30,7,15,219.75,1,0.6404125175343727,1,High
USER_16643,0,6,10,65.8,0,0.6387106927266489,1,High
USER_18305,14,5,11,218.13,0,0.6380321483981753,1,High
USER_15490,35,4,13,28.47,1,0.6339310533086141,1,High
USER_19469,34,7,17,126.65,1,0.6336094023049313,1,High
USER_17292,19,6,9,49.5,1,0.6334860671387073,1,High
USER_10107,49,6,15,129.15,1,0.6325184593117114,1,High
USER_18546,20,6,14,89.32,1,0.632349978301781,1,High
USER_12698,13,4,9,33.66,1,0.6305965390480931,1,High
USER_10337,11,6,12,29.64,1,0.6301343931154088,1,High
USER_11300,1,5,11,275.44,0,0.6299164197714922,1,High
USER_15360,23,7,16,464.48,1,0.624208270800685,1,High
USER_19702,15,5,12,72.6,0,0.6235581509215753,1,High
USER_18059,21,6,11,142.23,1,0.6224561131600532,1,High
USER_13960,16,3,10,40.4,1,0.6221972703825659,1,High
USER_15880,36,6,18,28.98,1,0.6218965034509429,1,High
USER_18498,7,5,12,53.16,0,0.6190732952947724,1,High
USER_14006,2,6,10,142.9,0,0.6187316872503275,1,High
USER_13670,15,6,14,159.18,1,0.6175467080142761,1,High
USER_16420,16,6,17,722.16,0,0.6173039762838696,1,High
USER_12000,22,10,16,167.68,0,0.6166562192129289,1,High
USER_16031,1,7,11,270.27,0,0.6136641902990001,1,High
USER_10801,1,6,10,128.5,1,0.6133885274240091,1,High
USER_11305,17,8,15,157.5,0,0.6114301691555527,1,High
USER_15929,14,7,15,313.95,1,0.6080148898540005,1,High
USER_16899,7,4,12,288.12,1,0.6078960449890265,1,High
USER_12115,22,7,13,75.14,0,0.6076679980198477,1,High
USER_18787,4,6,11,167.42,0,0.6063016336264543,1,High
USER_15717,3,6,9,101.61,0,0.6016617358265495,1,High
USER_10254,13,7,16,73.12,0,0.6005734348005894,1,High
USER_12712,6,5,8,187.2,0,0.6001090437288962,1,High
USER_13449,1,6,10,50.8,1,0.5986382298047521,1,High
USER_17793,21,4,14,130.06,1,0.5964509028328332,1,High
USER_13795,29,7,16,177.76,1,0.5962691018995181,1,High
USER_16484,24,3,11,70.4,0,0.5958775445028887,1,High
USER_16740,8,7,11,73.7,0,0.5950963567364961,1,High
USER_19512,1,8,13,430.95,0,0.5929455715661657,1,High
USER_16214,7,7,15,369.9,0,0.5922384064122898,1,High
USER_15990,11,6,11,173.69,1,0.5912981639792513,1,High
USER_10158,23,9,17,70.04,1,0.5891112964722661,1,High
USER_16435,0,7,13,94.12,0,0.5875951690339519,1,High
USER_10695,7,7,16,409.12,0,0.587217993012647,1,High
USER_11743,1,6,11,66.99,0,0.5854995874083992,1,High
USER_19841,0,8,15,184.05,1,0.5829464872877699,1,High
USER_17761,2,5,13,177.84,0,0.5825965194135505,1,High
USER_19609,3,2,9,181.8,0,0.5811827925097198,1,High
USER_13972,3,7,15,224.25,1,0.5764237995499836,1,High
USER_14653,12,6,12,42.84,1,0.5753979452371103,1,High
USER_14093,14,7,16,284.96,1,0.571394197600942,1,High
USER_15503,20,6,17,126.99,1,0.5694260137727876,1,High
USER_18727,0,7,13,97.63,1,0.5676585394339582,1,High
USER_14269,29,8,20,243.0,1,0.566752124240269,1,High
USER_16725,8,6,14,161.0,1,0.5646982712397748,1,High
USER_19511,12,7,16,162.08,1,0.5645513584696108,1,High
USER_13966,17,8,13,39.26,1,0.559990439320539,1,High
USER_13998,3,6,13,66.82,1,0.5588682774195964,1,High
USER_10434,7,5,13,61.88,0,0.557980305833612,1,High
USER_12184,11,7,16,316.16,0,0.5574699066267954,1,High
USER_17039,27,4,14,84.84,1,0.5561700640067294,1,High
USER_16967,2,7,14,98.42,0,0.5552598431113559,1,High
USER_18334,4,5,11,56.87,1,0.5541442454675752,1,High
USER_12953,10,7,14,78.82,1,0.5536273876909386,1,High
USER_10513,5,6,16,87.04,1,0.5529453414251214,1,High
USER_11895,1,11,22,1146.42,0,0.5529329399051088,1,High
USER_14530,1,7,14,207.2,1,0.5527880576749371,1,High
USER_10509,5,7,14,119.56,1,0.5520618934303122,1,High
USER_14235,6,7,11,47.08,1,0.5518966062097356,1,High
USER_13276,12,6,16,182.24,1,0.5517364553571775,1,High
USER_13993,18,8,19,476.9,0,0.5497665372959841,1,High
USER_13204,14,5,16,370.72,0,0.5471452852808883,1,High
USER_14209,7,7,11,60.17,1,0.5421554351988227,1,High
USER_19177,24,11,18,49.14,1,0.5420773118813901,1,High
USER_16776,9,9,14,153.16,0,0.5415308579717268,1,High
USER_16877,27,7,19,174.23,0,0.541251133014955,1,High
USER_18781,0,6,11,60.72,0,0.5411175960493667,1,High
USER_11363,3,6,11,71.72,1,0.5393214387333058,1,High
USER_14366,11,7,15,132.3,1,0.5389181096270044,1,High
USER_16427,8,6,15,144.15,1,0.538702553678592,1,High
USER_17476,41,9,14,150.64,1,0.5379412763551344,1,High
USER_14929,1,6,14,203.28,0,0.5377004460229865,1,High
USER_10506,9,7,13,105.82,1,0.5373399578968726,1,High
USER_16840,3,7,17,115.6,1,0.5369062812896245,1,High
USER_10976,16,8,15,190.8,0,0.5363181307344074,1,High
USER_15242,13,7,17,213.86,0,0.534028608663878,1,High
USER_19262,1,7,17,376.04,1,0.5317861826948279,1,High
USER_16033,16,8,17,175.1,0,0.5305648540807032,1,High
USER_16459,16,7,19,174.99,1,0.5300172713617222,1,High
USER_15288,1,7,14,75.88,1,0.5290725640078789,1,High
USER_14961,5,6,14,129.92,0,0.5285991514122846,1,High
USER_14142,18,4,13,45.89,1,0.5276131314389312,1,High
USER_15706,3,7,17,414.8,1,0.526421278790505,1,High
USER_13783,9,5,15,183.15,1,0.5260671478708285,1,High
USER_11405,2,7,17,386.75,0,0.5250170511580204,1,High
USER_18725,1,8,18,263.88,0,0.5245608222183858,1,High
USER_14913,22,9,17,62.39,1,0.5192531283177858,1,High
USER_11014,21,6,18,234.36,1,0.519066964415904,1,High
USER_16421,31,6,22,147.18,1,0.5186182434360518,1,High
USER_13935,0,7,17,262.31,0,0.5164746999409828,1,High
USER_10320,23,7,20,318.2,0,0.5161740586925778,1,High
USER_15422,11,8,19,248.71,0,0.515378893234227,1,High
USER_16275,0,8,18,649.8,1,0.5119281846568606,1,High
USER_13393,5,7,12,73.8,0,0.5110304966184054,1,High
USER_11884,1,8,16,188.0,1,0.5109306496873572,1,High
USER_11205,7,4,13,29.9,1,0.5106280631239645,1,High
USER_13881,0,7,13,101.4,0,0.5080485100073486,1,High
USER_13757,7,8,15,194.4,0,0.5060648760221637,1,High
USER_15621,13,8,18,230.94,1,0.5059928115975086,1,High
USER_16762,4,7,16,177.76,0,0.5059878676849826,1,High
USER_15066,25,8,21,387.24,0,0.5051800194618538,1,High
USER_15703,14,10,16,238.4,1,0.5047243840612812,1,High
USER_18594,7,5,15,130.95,1,0.5045517496471882,1,High
USER_13208,8,9,18,120.42,0,0.5025659550366038,1,High
USER_16036,2,7,19,850.25,0,0.4986128076593204,1,Medium
USER_15652,15,8,20,367.6,1,0.49738943501739624,1,Medium
USER_19007,25,9,21,98.49,0,0.4971651774654539,1,Medium
USER_17961,3,8,17,187.68,1,0.49423304579869143,1,Medium
USER_12851,2,7,18,251.82,0,0.4939923120062148,1,Medium
USER_14710,1,8,16,239.04,1,0.49331792166117217,1,Medium
USER_10583,6,9,18,377.28,1,0.49313604964385704,1,Medium
USER_14225,2,10,17,108.8,1,0.4924373231283117,1,Medium
USER_11967,7,9,20,292.2,0,0.49064480911192937,1,Medium
USER_19636,5,4,16,175.68,1,0.4898819451516735,1,Medium
USER_17228,24,10,21,235.62,1,0.4896595824079812,1,Medium
USER_19121,30,7,22,276.54,1,0.48931909518961714,1,Medium
USER_15238,16,7,22,109.56,1,0.4890886319335325,1,Medium
USER_13975,4,8,15,69.45,1,0.4874205069411596,1,Medium
USER_18590,5,6,18,196.02,1,0.487369678681302,1,Medium
USER_10542,6,10,18,90.0,1,0.4870302517220154,1,Medium
USER_15347,14,7,20,130.4,1,0.48680144403793996,1,Medium
USER_12838,1,10,23,149.5,0,0.4853005681493422,1,Medium
USER_19777,10,10,19,196.27,0,0.48516914078094414,1,Medium
USER_14457,18,9,19,158.65,1,0.48495630242605614,1,Medium
USER_18836,11,7,15,105.3,0,0.48432905767676115,1,Medium
USER_15474,2,8,16,189.44,0,0.48292087343952184,1,Medium
USER_11337,7,8,19,74.86,1,0.4820074204063096,1,Medium
USER_15483,1,8,17,209.61,0,0.4810336777927321,1,Medium
USER_15419,10,7,19,68.21,0,0.4796942732450714,1,Medium
USER_16791,28,8,23,155.48,0,0.4791211811896242,1,Medium
USER_13023,10,9,19,217.74,1,0.47746618831378357,1,Medium
USER_14974,15,8,21,338.31,0,0.4773937545521088,1,Medium
USER_10890,8,8,19,165.49,1,0.47338481963354345,1,Medium
USER_12233,8,9,20,194.4,0,0.47206182821574466,1,Medium
USER_12292,1,7,15,69.6,1,0.47022253514124274,1,Medium
USER_12127,2,8,21,61.53,1,0.46967566406937905,1,Medium
USER_10950,6,8,16,184.8,0,0.46676568696939735,1,Medium
USER_13575,2,8,17,172.89,0,0.46588655265639917,1,Medium
USER_14821,13,8,20,101.2,0,0.46588111742470223,1,Medium
USER_18198,19,8,23,224.02,1,0.46547782572387,1,Medium
USER_15187,17,7,20,177.0,0,0.4654526203996513,1,Medium
USER_17764,2,8,21,372.54,1,0.4634428793282463,2,Medium
USER_17545,21,10,25,674.5,0,0.46169580870600946,2,Medium
USER_12955,17,10,23,282.67,0,0.4609119937043004,2,Medium
USER_11318,1,9,19,264.29,1,0.45525240247766613,2,Medium
USER_16013,15,11,22,258.06,1,0.4551820050396978,2,Medium
USER_12558,21,8,25,197.0,1,0.45508518694522465,2,Medium
USER_11287,0,8,21,148.68,0,0.45496341822842234,2,Medium
USER_18379,3,10,20,255.4,0,0.45472317607091567,2,Medium
USER_11431,10,7,19,66.31,1,0.45410036009755783,2,Medium
USER_12174,6,11,15,121.5,0,0.45391923588021327,2,Medium
USER_15657,10,7,19,154.28,1,0.4536922604901209,2,Medium
USER_11378,18,9,25,410.0,0,0.4528296834369514,2,Medium
USER_14428,7,6,18,133.56,1,0.4526221257436599,2,Medium
USER_19597,3,5,19,277.02,1,0.4521437470612756,2,Medium
USER_12288,1,7,19,266.95,0,0.4498073594923972,2,Medium
USER_13307,18,11,20,262.2,1,0.4489229282415042,2,Medium
USER_14300,18,9,22,111.54,0,0.44840092972492895,2,Medium
USER_16373,6,7,21,598.5,1,0.4476393252777383,2,Medium
USER_13564,8,10,20,422.0,0,0.4468638456089764,2,Medium
USER_17209,6,9,21,623.07,0,0.4467012780376742,2,Medium
USER_18625,4,8,19,147.25,1,0.446250958346367,2,Medium
USER_16966,0,9,21,383.88,1,0.4428264860192539,2,Medium
USER_10925,2,9,18,133.74,0,0.4425898994643728,2,Medium
USER_10644,0,10,19,85.5,0,0.4422579401397987,2,Medium
USER_13075,20,9,24,252.72,1,0.44174942609817164,2,Medium
USER_12654,0,7,22,204.38,0,0.4385358916530539,2,Medium
USER_10998,14,9,21,82.32,1,0.437388851905002,2,Medium
USER_15505,2,8,22,89.1,1,0.43672240573912313,2,Medium
USER_16727,17,10,23,277.61,0,0.4347662640769098,2,Medium
USER_11470,2,9,20,420.0,1,0.4347019270480776,2,Medium
USER_14080,8,10,21,378.0,0,0.4320345270132181,2,Medium
USER_10733,1,7,21,102.9,1,0.43130326379412903,2,Medium
USER_13227,19,11,27,331.29,0,0.42807343045101875,2,Medium
USER_17426,19,12,24,300.0,1,0.42719441510501777,2,Medium
USER_17130,4,10,21,223.65,0,0.42589851470086526,2,Medium
USER_10762,8,8,23,270.71,1,0.42584188027495173,2,Medium
USER_19910,1,9,21,232.47,1,0.4251331707137136,2,Medium
USER_19876,10,9,25,576.5,0,0.4250635493686897,2,Medium
USER_19523,8,8,18,260.1,1,0.4225897002520786,2,Medium
USER_17602,17,11,23,273.7,1,0.4213597897354685,2,Medium
USER_15007,17,10,25,212.75,0,0.42126628953674417,2,Medium
USER_18989,11,8,25,177.5,0,0.4205716714557458,2,Medium
USER_12301,16,10,25,349.75,0,0.41867653114080855,2,Medium
USER_17610,0,8,20,66.0,0,0.41861379469162974,2,Medium
USER_19420,5,4,17,189.04,1,0.41710144064737165,2,Medium
USER_12211,30,8,27,264.33,0,0.4164412348073573,2,Medium
USER_10376,26,10,28,174.72,0,0.4160673008703663,2,Medium
USER_12544,7,7,21,220.5,1,0.4159585985076933,2,Medium
USER_13978,9,10,23,307.97,0,0.41504865055337153,2,Medium
USER_10448,2,9,23,565.11,0,0.41480693566362986,2,Medium
USER_14091,3,8,23,408.25,1,0.41211305673663773,2,Medium
USER_11451,19,9,26,245.7,1,0.41188315653264634,2,Medium
USER_11245,6,8,23,396.98,0,0.41101647212109504,2,Medium
USER_16900,5,8,19,89.11,1,0.40949539257813783,2,Medium
USER_14134,17,9,24,96.48,0,0.4094372047278125,2,Medium
USER_19180,8,9,23,455.4,1,0.40894502466459765,2,Medium
USER_15979,8,10,23,218.73,1,0.4085277835340016,2,Medium
USER_12559,21,9,24,135.84,0,0.4068672309284181,2,Medium
USER_16671,2,8,20,171.8,0,0.40624277703051104,2,Medium
USER_11003,13,10,24,256.32,1,0.40580281360347914,2,Medium
USER_12116,1,7,21,239.61,1,0.4045093480778441,2,Medium
USER_16479,0,8,22,134.64,0,0.40444285471824487,2,Medium
USER_10314,12,11,25,505.75,1,0.40409887098826996,2,Medium
USER_18407,1,8,22,148.06,0,0.4035659635134239,2,Medium
USER_12041,24,12,25,171.75,0,0.4025954354446886,2,Medium
USER_13691,20,12,30,44.7,0,0.4021843571292765,2,Medium
USER_18708,4,11,22,239.36,0,0.40116593582834265,2,Medium
USER_14365,19,11,21,162.75,1,0.4000700738582373,2,Medium
USER_13534,2,11,24,630.48,0,0.3998985497486141,2,Medium
USER_17588,0,8,22,139.7,0,0.39956843155048105,2,Medium
USER_15694,3,12,24,237.84,0,0.3990944939003391,2,Medium
USER_11437,0,8,23,360.41,0,0.3988479097085633,2,Medium
USER_18501,9,10,21,83.16,1,0.398564939191324,2,Medium
USER_13804,0,9,24,182.88,1,0.3974436905863092,2,Medium
USER_15115,1,8,21,85.47,0,0.39708199349180734,2,Medium
USER_19457,10,8,24,345.6,1,0.3962732957343343,2,Medium
USER_18782,9,10,22,148.5,1,0.3955986801541002,2,Medium
USER_13466,7,11,24,303.84,1,0.39526996398898784,2,Medium
USER_11844,5,10,22,179.74,0,0.3949686636238282,2,Medium
USER_15217,2,6,21,87.57,0,0.3932865008749952,2,Medium
USER_19269,2,8,21,137.76,0,0.3931074862255338,2,Medium
USER_17437,20,12,22,278.08,1,0.392994813997821,2,Medium
USER_19763,11,11,25,300.25,1,0.39285167220023315,2,Medium
USER_19646,12,12,26,370.5,0,0.39147818430882453,2,Medium
USER_12219,11,10,26,61.88,0,0.39108818515281124,2,Medium
USER_10315,0,10,24,110.88,0,0.38982744497810634,2,Medium
USER_13381,8,10,24,1108.8,0,0.3887467170855864,2,Medium
USER_19111,22,8,25,331.0,0,0.38847721006744035,2,Medium
USER_18720,1,9,24,297.36,0,0.388020837538812,2,Medium
USER_12735,2,11,24,372.96,1,0.3870178580825974,2,Medium
USER_18829,4,9,24,394.08,0,0.386568257198151,2,Medium
USER_11563,2,9,26,219.96,0,0.38562158283645454,2,Medium
USER_18065,18,12,27,471.69,0,0.3854572585673523,2,Medium
USER_19300,2,9,25,737.0,1,0.3850179727704812,2,Medium
USER_12986,29,10,25,293.0,0,0.38459278671395947,2,Medium
USER_19283,44,10,31,291.09,1,0.38415715334788547,2,Medium
USER_18348,7,7,23,253.46,0,0.38291648156300473,2,Medium
USER_17842,14,7,22,443.08,1,0.38187069631179055,2,Medium
USER_13095,12,10,26,505.18,0,0.38184939249133126,2,Medium
USER_19419,3,11,24,128.4,1,0.38179050911919993,2,Medium
USER_10151,20,10,26,600.08,0,0.38086720741454594,2,Medium
USER_16631,3,12,22,211.2,1,0.3784818573998854,2,Medium
USER_18924,6,8,28,321.44,1,0.3777481729674918,2,Medium
USER_19167,22,12,25,119.0,0,0.37737318438880957,2,Medium
USER_12373,10,7,22,280.72,0,0.3769655990172205,2,Medium
USER_13760,8,11,27,415.26,0,0.37581642449036057,2,Medium
USER_19104,1,10,24,173.28,0,0.3751924586001531,2,Medium
USER_15812,2,9,24,268.56,0,0.3745749544439546,2,Medium
USER_16380,0,10,23,165.37,0,0.37411156752816943,2,Medium
USER_11983,12,12,27,109.35,0,0.37387507414929444,2,Medium
USER_15105,15,11,26,89.44,0,0.3732801476562077,2,Medium
USER_14990,19,9,29,671.35,0,0.37257464305924154,2,Medium
USER_14734,13,10,28,306.6,1,0.3711637154748014,2,Medium
USER_14837,11,8,24,88.8,0,0.37051616498425394,2,Medium
USER_11791,15,12,26,214.24,1,0.3686738028909487,2,Medium
USER_10162,7,8,23,189.06,0,0.36785413583913185,2,Medium
USER_10456,3,10,25,444.25,0,0.36726286165039695,2,Medium
USER_12524,4,9,24,94.08,1,0.3672323476760784,2,Medium
USER_13557,1,7,23,74.75,1,0.3660866128967265,2,Medium
USER_12934,16,9,29,400.2,0,0.36538583323088714,2,Medium
USER_19948,13,9,27,252.99,0,0.364429314504705,2,Medium
USER_13704,6,10,26,277.42,0,0.36261592849515306,2,Medium
USER_18196,15,8,23,185.15,1,0.36078371796664016,2,Medium
USER_12315,0,11,22,264.0,1,0.36017405740528285,2,Medium
USER_11512,1,11,29,215.47,0,0.36017003602378833,2,Medium
USER_11814,3,10,27,597.78,1,0.3597739523106741,2,Medium
USER_11388,11,11,28,301.84,0,0.35802617697086153,2,Medium
USER_16134,3,10,26,229.84,0,0.3568089592379517,2,Medium
USER_18326,8,11,24,162.72,1,0.3555608973803122,2,Medium
USER_18534,3,10,22,81.84,0,0.3551868264296787,2,Medium
USER_19061,0,10,22,138.16,1,0.3550233937971743,2,Medium
USER_15306,20,12,29,463.71,1,0.3528231401461883,2,Medium
USER_18262,6,12,27,182.79,0,0.35253093888171044,2,Medium
USER_17854,9,11,24,143.04,0,0.3523996341485129,2,Medium
USER_19612,3,11,24,110.16,1,0.349268281957039,2,Medium
USER_14973,1,9,25,225.0,1,0.34860497763838966,2,Medium
USER_11312,7,11,25,257.75,1,0.3475215109295947,2,Medium
USER_11026,9,10,26,468.0,0,0.34733707659736784,2,Medium
USER_15982,6,11,29,713.69,0,0.34650633827222266,2,Medium
USER_14227,2,10,25,320.0,1,0.34623338991052505,2,Medium
USER_16271,22,10,30,181.2,1,0.34552499744673926,2,Medium
USER_13274,0,11,27,303.21,1,0.34528862224178364,2,Medium
USER_16093,10,13,26,219.96,0,0.3443338532034606,2,Medium
USER_13346,10,11,24,203.52,0,0.3441668095855689,2,Medium
USER_13651,15,9,26,95.68,1,0.3441251740245675,2,Medium
USER_19221,5,10,31,276.83,0,0.34397439953318176,2,Medium
USER_10454,2,10,27,298.62,0,0.34349419627972927,2,Medium
USER_11397,4,11,22,146.52,0,0.3434175010117912,2,Medium
USER_14667,2,10,25,53.5,1,0.3430958529601059,2,Medium
USER_12633,0,12,25,707.75,1,0.34284286409993653,2,Medium
USER_13576,16,7,24,262.32,1,0.3425748890338757,2,Medium
USER_15769,7,8,25,154.5,1,0.3410490623653241,2,Medium
USER_14759,1,7,25,240.25,1,0.3400664849815431,2,Medium
USER_10778,3,12,27,54.54,0,0.33933895996367175,2,Medium
USER_18626,9,12,23,124.66,0,0.3386656368884309,2,Medium
USER_18987,6,11,29,454.14,0,0.33799585760648027,2,Medium
USER_17119,1,9,26,241.28,0,0.3373960948107809,2,Medium
USER_16579,2,10,25,127.0,1,0.3366214621598812,2,Medium
USER_16314,5,10,28,515.76,1,0.336477317469967,2,Medium
USER_19381,13,10,24,90.48,0,0.3363490124949462,2,Medium
USER_11669,15,9,28,159.32,1,0.3350205417163404,2,Medium
USER_17670,6,11,27,325.08,1,0.3340805565602627,2,Medium
USER_17940,13,11,30,555.3,0,0.3336627179214537,2,Medium
USER_19792,12,13,31,201.19,0,0.33354408084793596,2,Medium
USER_11866,12,12,28,347.76,1,0.3333930796183427,2,Medium
USER_13293,1,11,24,64.32,0,0.3332985813146963,2,Medium
USER_12331,7,11,28,428.12,0,0.33141736609612765,2,Medium
USER_17809,3,11,26,457.34,1,0.3308910649195824,2,Medium
USER_14226,8,12,29,279.85,0,0.3306005033308103,2,Medium
USER_18417,3,12,27,123.66,0,0.3293605498633455,2,Medium
USER_18165,2,12,23,357.19,1,0.3287990363422722,2,Medium
USER_13246,9,12,24,124.8,0,0.3273518283619919,2,Medium
USER_10479,14,11,26,128.7,0,0.32666268507983165,2,Medium
USER_10907,9,10,20,74.8,0,0.32560814898921814,2,Medium
USER_13820,9,12,30,136.5,1,0.3244272317704658,2,Medium
USER_15948,12,12,25,162.25,0,0.32437505621691237,2,Medium
USER_11586,17,11,30,171.6,0,0.32409529407098486,2,Medium
USER_12257,14,12,31,483.6,1,0.3238035564816174,2,Medium
USER_12018,2,11,23,232.99,0,0.3237156715879113,2,Medium
USER_16481,4,10,28,259.28,0,0.3225203249945011,2,Medium
USER_10406,3,10,28,308.28,1,0.3223242396663644,2,Medium
USER_12588,13,11,32,395.84,0,0.32229244643520166,2,Medium
USER_15811,8,12,28,386.68,0,0.3218555767696767,2,Medium
USER_18315,13,12,28,241.36,0,0.3218127264753769,2,Medium
USER_11650,17,9,26,124.28,1,0.32087120345241554,2,Medium
USER_10281,19,13,33,178.2,1,0.3200925524644432,2,Medium
USER_17390,3,10,30,349.2,1,0.319871271258607,2,Medium
USER_16334,6,9,29,517.36,0,0.3193473146072356,2,Medium
USER_17143,23,13,33,298.65,1,0.31913488155709346,2,Medium
USER_18387,17,12,36,209.52,0,0.31900170665885824,2,Medium
USER_14767,12,7,27,439.56,0,0.31890164642663443,2,Medium
USER_19445,2,12,26,146.64,1,0.3173021743315718,2,Medium
USER_12697,5,11,28,227.36,0,0.316851124448887,2,Medium
USER_11285,11,9,29,502.57,0,0.31622393853450187,2,Medium
USER_12372,8,13,32,207.04,0,0.3156135121999745,2,Medium
USER_10342,9,11,31,252.65,1,0.3152494198870253,2,Medium
USER_13708,5,10,24,99.84,1,0.3150263327441494,2,Medium
USER_10280,6,12,35,269.15,0,0.31442421166627793,2,Medium
USER_19402,10,7,28,337.12,1,0.3140155395951276,2,Medium
USER_17598,6,10,25,137.25,0,0.3137480571737831,2,Medium
USER_15048,17,11,32,93.76,0,0.3124464713980262,3,Medium
USER_12649,16,11,28,283.36,0,0.3124181938460504,3,Medium
USER_18490,5,12,28,856.24,0,0.31193004303704086,3,Medium
USER_12655,0,12,26,78.52,0,0.3117245613045853,3,Medium
USER_19981,3,13,28,1058.96,1,0.31166392384149716,3,Medium
USER_10751,4,10,28,201.88,1,0.31164969215984095,3,Medium
USER_15264,2,11,29,462.26,0,0.3110000704586626,3,Medium
USER_12344,3,10,26,387.66,0,0.3106267805698797,3,Medium
USER_12824,5,12,29,408.61,0,0.3103643386276159,3,Medium
USER_17741,16,12,28,149.8,0,0.3103473324822627,3,Medium
USER_14120,5,12,26,86.06,1,0.3097872202022104,3,Medium
USER_15868,1,13,25,888.5,1,0.30840743785595204,3,Medium
USER_15356,12,10,31,321.16,1,0.3074786593769801,3,Medium
USER_14462,2,11,25,176.0,0,0.3065948887538453,3,Medium
USER_14972,2,14,26,356.72,0,0.3061442230823118,3,Medium
USER_13156,7,11,33,269.28,0,0.3054970880007985,3,Medium
USER_10771,6,13,34,158.1,0,0.3052418953330785,3,Medium
USER_19946,22,13,30,197.7,1,0.3052225872989601,3,Medium
USER_11198,9,12,30,531.6,0,0.30351764860177993,3,Medium
USER_17220,1,11,29,67.57,1,0.3034487571128472,3,Medium
USER_12875,19,11,35,186.2,0,0.3029175489471835,3,Medium
USER_10631,23,12,32,100.8,1,0.30172589780696846,3,Medium
USER_13558,0,8,25,536.0,0,0.30166748378032715,3,Medium
USER_15010,3,12,30,494.7,0,0.30152250923122087,3,Medium
USER_12580,3,10,28,498.96,0,0.3012345119109311,3,Medium
USER_17664,3,11,28,250.32,0,0.29849156213380573,3,Medium
USER_18615,10,12,31,989.21,0,0.29800654052048586,3,Medium
USER_18797,27,10,35,93.1,0,0.29784031845027253,3,Medium
USER_10414,4,12,27,168.75,1,0.2974992575581223,3,Medium
USER_15744,1,12,27,135.81,0,0.2973143776031081,3,Medium
USER_15123,4,11,29,414.7,0,0.29709081935852055,3,Medium
